Height (in), Weight (lbs), Sex
71, 160.43, Male
67.86, 162.62, Male
64.3, 155.63, Male
68.78, 162.24, Male
68.84, 154.39, Male
71.28, 164.02, Male
70, 178.89, Male
64.61, 172.99, Male
71.66, 197.81, Male
65.24, 127.53, Female
61.92, 138.06, Female
67.22, 150.26, Male
71.97, 209.67, Male
61.54, 146.72, Female
66.52, 138.25, Female
69.69, 170.4, Male
69.9, 140.12, Female
70.43, 144.58, Male
70.14, 176.27, Male
64.1, 138.58, Female
64.1, 121.42, Female
63.57, 148.01, Male
68.29, 168.68, Male
63.52, 132.67, Female
63.9, 137.58, Female
65.99, 162.16, Male
66.38, 131.13, Female
62.14, 123.61, Female
66.36, 174.36, Male
64.3, 223.05, Male
62.43, 125.91, Female
65.08, 122.65, Female
70.4, 151.63, Male
68.05, 157.67, Male
68.14, 131.75, Male
63.51, 164.29, Female
68.5, 168.9, Male
67.51, 158.37, Male
74.65, 194.85, Male
62.14, 119.36, Female
68.48, 104.98, Male
70.67, 147.96, Male
62.56, 148.65, Female
70.8, 207.07, Male
67.38, 152.22, Male
69.7, 181.58, Male
65.05, 142.38, Male
69.96, 153.42, Male
64.61, 153.54, Male
62.65, 116.56, Female
66.55, 114.67, Female
62.7, 126.02, Female
59.21, 111.83, Female
68.62, 173.12, Male
72.89, 161.17, Male
67.22, 202.73, Male
61.26, 123.81, Female
64.99, 137.86, Female
64.59, 144.47, Female
66.61, 169.59, Male
64.38, 156.72, Male
71.96, 186.9, Male
62.15, 164.63, Female
62.28, 137.85, Female
71.61, 179.12, Male
68.21, 151.19, Male
63.7, 144.83, Male
62.65, 143.05, Male
64.14, 129.78, Female
70.89, 144.88, Male
68.96, 149.07, Female
70.44, 174.04, Male
63.14, 114.61, Female
65.76, 125.51, Female
74.79, 198.74, Male
65.47, 207.96, Male
59.14, 115.1, Female
69.59, 186.8, Male
66.82, 123.72, Female
63.61, 139.13, Female
67.71, 200.3, Male
61.83, 96.38, Female
61.9, 140.01, Female
71.81, 140.22, Male
62.23, 179.01, Female
60.9, 153.34, Female
72.47, 158.75, Male
63.15, 122.02, Female
65.7, 156.71, Female
63.06, 159.78, Female
64.31, 124.32, Female
62.72, 112.9, Female
66.06, 163.03, Male
67.26, 158.66, Male
68.41, 179.69, Male
67.11, 153.41, Male
65.56, 144.87, Female
63.15, 179.81, Male
67.1, 193.66, Male
63.7, 161.2, Female
63.94, 170.94, Female
66.61, 125.63, Male
68.58, 114.61, Male
70.21, 183.81, Male
70.25, 145.36, Male
62.2, 137.13, Female
62.35, 149.23, Female
69.42, 166.42, Male
64.12, 169.87, Male
70.19, 158.59, Male
65.94, 147.36, Female
62.85, 217.46, Female
61.17, 131.08, Female
64.09, 123.07, Female
63.33, 125.81, Female
72.17, 193.57, Male
62.19, 142.71, Female
59.34, 118.21, Female
72.97, 168.67, Male
63.8, 120.84, Female
66.12, 126.31, Female
71.81, 171.83, Male
67.03, 143.23, Female
59.13, 78.69, Female
68.14, 166.15, Male
71.76, 151.48, Male
70.82, 179.31, Male
61.32, 131.81, Female
66.87, 155.32, Female
65.74, 111.5, Female
68.72, 194.29, Female
62.48, 160.6, Female
59.18, 137.75, Female
59.5, 162.09, Female
69.25, 148.57, Male
71.81, 171.82, Male
68.24, 136.68, Female
68.32, 170.29, Male
66.31, 148.58, Male
71.44, 157.54, Male
62.6, 102.79, Female
65.05, 136.96, Male
67.99, 171.32, Male
61.93, 116.3, Female
70.33, 136.29, Male
58.83, 206.7, Female
70.7, 167.32, Male
71.46, 180.83, Male
64.87, 152.91, Female
67.54, 174.94, Male
58.12, 73.14, Female
63.41, 132.92, Female
62.17, 91.27, Female
65.31, 171.7, Female
65.84, 141.79, Female
58.88, 150.69, Female
65.67, 142.72, Male
71.77, 172.8, Male
64.67, 164.22, Male
69.4, 208.67, Male
70.49, 155.78, Male
66.81, 108.56, Female
67.32, 136.91, Female
67.3, 161.48, Male
67.51, 134.59, Male
71.93, 199.11, Male
68.01, 160.63, Male
64.84, 134.45, Female
66, 133.84, Male
68.87, 166.36, Male
70.68, 179.4, Male
68.02, 137.21, Male
71.22, 206.47, Male
71.19, 154.85, Male
68.58, 131.33, Male
68.07, 125.64, Female
56.6, 138.86, Female
66.3, 112.07, Female
60.46, 191.97, Female
67.57, 172.28, Female
64.79, 130.89, Male
72.97, 163.02, Male
63.61, 158.62, Female
69.22, 141.42, Male
61.7, 139.07, Female
61.2, 109.42, Female
67.91, 123.34, Female
72.35, 182.82, Male
63.19, 150.52, Male
70.68, 158.04, Male
59.14, 114.56, Female
65.51, 116.55, Female
68.98, 151.17, Male
73.03, 216.61, Male
67.69, 167.61, Male
64.45, 197.32, Female
72.95, 149.02, Male
70.38, 218.59, Male
63.94, 172.48, Male
64.23, 139.81, Female
64.03, 143.23, Female
68.11, 132.57, Male
66.12, 118.65, Female
64.53, 148.55, Female
71.26, 159.68, Male
71.9, 220.83, Male
62.78, 124.1, Female
67.51, 125.87, Female
61.94, 145.37, Female
61.32, 133.82, Female
61.04, 134.84, Female
61.23, 154.93, Female
63.94, 144.83, Female
71.17, 174.59, Male
65.23, 148.28, Female
70.1, 168.59, Male
61.44, 148.27, Female
69.09, 176.47, Male
63.44, 172.63, Female
65.08, 135.17, Female
65.79, 114.5, Male
65.97, 141.66, Male
67.28, 120.42, Male
65.49, 123.92, Female
72.39, 126.45, Male
69.38, 174.76, Male
72.24, 208.08, Male
64.7, 153.85, Female
66.25, 135.4, Female
64.5, 125.92, Male
67.99, 124.61, Male
67.32, 123.09, Female
66.61, 150.84, Male
68.68, 119.54, Female
62.17, 116.78, Female
59.12, 207.81, Female
65.38, 137.41, Female
68.9, 159.49, Male
62.01, 151.47, Female
67.98, 164.24, Male
62.5, 134.91, Female
67.16, 133.84, Male
67, 166.3, Male
63.07, 115.89, Female
63.12, 198.08, Female
67.49, 136.53, Female
71.04, 189.76, Male
61.64, 124.88, Female
63.05, 119.82, Female
68.19, 113.98, Female
66.26, 195.31, Male
68.94, 170.03, Male
68.52, 206.79, Male
68.78, 129.34, Male
66.82, 160.95, Female
69.51, 143.87, Male
69.76, 162.59, Male
68.71, 184.69, Male
65.04, 136.1, Male
64.16, 102.59, Female
61.47, 206.87, Female
63.12, 112.51, Female
61.27, 166.88, Female
60.31, 137.26, Female
62.26, 139.56, Female
61.54, 126.25, Female
67.7, 173.08, Male
64.57, 159.09, Female
63.1, 169.68, Male
63.52, 102.79, Female
69.33, 166.54, Female
65.21, 156.6, Female
70.19, 202.85, Male
70.18, 132.82, Male
60.24, 137.29, Female
63.82, 95.49, Female
58.18, 126.31, Female
59.59, 203.44, Female
66.3, 139.27, Female
61.34, 145.36, Female
66.21, 162.7, Female
71.73, 176.09, Male
69.6, 150.01, Male
58.31, 144.02, Female
66.67, 155.29, Male
64.52, 133.76, Female
69.21, 203.71, Male
62.1, 126.9, Female
69.51, 143.27, Male
63.35, 139.73, Female
64.51, 114.5, Female
65.94, 140.9, Male
60.31, 138.6, Female
59.4, 112.12, Female
68.69, 161.16, Male
72.4, 148, Male
74.43, 221.59, Male
66.71, 134.04, Female
64.78, 107, Female
62.87, 126.97, Male
73.16, 188.93, Male
58.87, 109.53, Female
72.41, 201.61, Male
62.06, 139.21, Female
63.48, 120.26, Female
68.53, 152.09, Male
63.67, 108.34, Female
69.75, 169.72, Female
67.08, 170.82, Male
72.91, 183.11, Male
65.78, 159.9, Male
59.66, 114.68, Female
67.32, 191.62, Female
64.18, 205.06, Female
70.27, 180.56, Male
55.03, 169.28, Female
65.88, 105.95, Female
70.46, 141.7, Male
63.86, 93.63, Female
67.63, 126.4, Male
73.15, 202.19, Male
68.19, 184.14, Male
67.48, 139.73, Male
62.11, 193.93, Female
61.82, 112.84, Female
72.77, 228.85, Male
70.56, 151.71, Male
66, 156.78, Female
62.79, 131.72, Female
73.35, 209.84, Male
61.15, 117.67, Female
67.46, 137.2, Male
59.15, 159.61, Female
62.22, 126.35, Female
69.79, 139.22, Male
66.48, 154.84, Female
71.54, 189.25, Male
68.74, 189.34, Male
64.36, 174.56, Female
62.94, 103.78, Female
63.55, 167.14, Male
63.82, 112.95, Female
63.88, 136.35, Female
67.84, 203.7, Female
71.43, 170.2, Male
61.07, 102.66, Female
65.09, 112.12, Female
65, 115.13, Female
69.23, 187.47, Male
62.86, 165.4, Female
61.82, 141.13, Female
66.05, 157.82, Female
61.28, 215.24, Female
68.32, 167.56, Male
61.9, 134.9, Female
68.44, 135.18, Male
68.18, 185.96, Male
62.21, 185.22, Female
68.99, 175.78, Male
67.93, 204, Male
65.85, 138.83, Male
71.21, 171.93, Male
63.87, 195.85, Female
64.11, 120.03, Female
58.76, 101.83, Female
64.1, 123.57, Female
67.4, 133.56, Female
65.15, 123.91, Female
65.82, 161.92, Female
64.35, 108.62, Female
69.69, 147.91, Male
70.45, 180.41, Male
65.81, 177.13, Male
65.8, 158.39, Female
64.12, 110.8, Male
64.15, 134.21, Female
63.26, 149.65, Female
68.6, 172.82, Male
64.61, 184.02, Male
67.41, 147.83, Male
65.38, 149.11, Female
62.66, 151.21, Male
63.54, 120.63, Female
68.03, 184.43, Male
60.34, 216.33, Female
72.84, 199.77, Male
70.37, 163.62, Male
62.35, 114.32, Female
62.87, 154.99, Female
61.96, 124.91, Female
68.32, 139.13, Female
68.19, 173.46, Male
73.21, 228.79, Male
68.97, 160.67, Male
62.68, 116.24, Female
72.9, 186.4, Male
66.91, 146.18, Female
61.81, 149.7, Female
64.58, 145.85, Female
62.11, 147.87, Female
62.37, 128.93, Female
63.88, 187.72, Female
65.66, 141.39, Female
68.18, 190.66, Male
64.19, 122.02, Female
65.72, 151.71, Female
65.07, 134.23, Female
71.51, 164.03, Male
64.26, 130.64, Female
71.81, 186.76, Male
65.92, 162.74, Female
62.05, 123.67, Female
67.31, 139.8, Male
62.01, 110.35, Female
65.24, 137.81, Male
61.02, 165.64, Female
72.32, 196.77, Male
68.34, 189.73, Male
67.57, 141.9, Female
59.16, 102.13, Female
74.67, 178.67, Male
63.46, 130.96, Female
65.81, 173.88, Female
59.66, 149.12, Female
61.35, 180.55, Female
73.26, 169.63, Male
63.28, 169.59, Female
62.67, 95.91, Female
71.26, 149.14, Male
64.11, 183.76, Female
70.65, 154.9, Male
68.21, 144.03, Male
66.42, 197.01, Male
63.17, 129.96, Female
67.71, 158.67, Male
65.34, 115.58, Female
66.55, 137.8, Female
74.69, 222.21, Male
65.73, 120.02, Female
65.63, 200.97, Female
67.6, 169.46, Female
61.96, 110.61, Female
65.43, 131.07, Female
57.83, 185.91, Female
63.34, 134.87, Female
66.79, 140.51, Male
71.54, 165.87, Male
65.37, 186.01, Female
63.67, 147.38, Female
70.24, 155.3, Female
59.02, 110.33, Female
69.11, 174.04, Male
68.27, 205.15, Female
67.13, 136.94, Male
59.22, 147.47, Female
72.8, 219.68, Male
62.89, 155.51, Female
62.2, 101.92, Female
65.66, 130.37, Male
66.91, 180.06, Female
64.96, 133.99, Female
65.13, 193.72, Female
62.31, 150.15, Female
58.18, 75.91, Female
62.42, 218.43, Female
68.49, 211.2, Female
70.92, 169.62, Male
65.69, 181.89, Female
62.79, 150.78, Female
69.08, 218.8, Male
62.26, 110.21, Female
64.23, 194.87, Female
63.03, 117.88, Female
62.71, 98.97, Female
61.77, 160.29, Female
64.92, 121.12, Female
63.22, 129.65, Female
66.25, 117.23, Female
71.5, 216.54, Male
62.16, 206.76, Female
68.75, 142.7, Female
61.06, 188.79, Female
61.1, 137.27, Female
69.85, 201.28, Male
70.03, 194.32, Male
69.59, 181, Male
67.49, 151.62, Male
67.63, 184.74, Male
67.03, 150.07, Male
71.59, 163.88, Male
59.21, 124.68, Female
67.55, 185.59, Male
62.86, 132.05, Male
71.19, 182.44, Male
65.79, 208.84, Female
63.45, 135.71, Female
73.69, 216.65, Male
63.34, 153.63, Female
77.34, 177.57, Male
67.52, 208.51, Male
68.76, 203.11, Male
62.06, 141.32, Female
60.19, 158.97, Female
68.99, 179.99, Male
66.97, 145.73, Female
62.97, 207.94, Male
60.41, 123.84, Female
66.86, 165.19, Male
70.29, 169.26, Male
77.99, 154.9, Female
65.1, 173.59, Female
74.82, 202.79, Male
69.02, 206.69, Male
67.27, 139.16, Female
66.96, 183.06, Male
61.08, 128.68, Female
62.36, 197.86, Female
62.27, 165.96, Female
66.64, 106.24, Female
65.77, 127.61, Female
67.58, 155.18, Male
72.58, 164.47, Male
61.39, 116.56, Female
66.37, 212.27, Female
67.69, 134.26, Female
66.16, 148.87, Male
70.84, 174.67, Male
68.45, 133.12, Female
67.98, 136.48, Male
67.7, 182.48, Male
66.14, 173.99, Male
74.38, 212, Male
70.98, 152.35, Male
61.16, 104.4, Female
64.86, 121.21, Female
67.52, 108.77, Female
61.32, 159.73, Female
63.86, 178.15, Female
66.12, 157.29, Male
68.94, 217.38, Male
64.11, 152.25, Female
65.4, 164.24, Male
68.44, 150.63, Female
64.75, 123.9, Female
65.15, 131.02, Female
65.87, 117.79, Female
62.85, 128.12, Female
63.62, 168.99, Female
66.55, 176.47, Male
70.14, 191.25, Male
66.7, 176.84, Female
64.59, 139.02, Male
72.37, 142.26, Male
68.29, 168.73, Male
64.88, 134.18, Female
65, 187.21, Female
65.01, 121.29, Female
60.14, 107.11, Female
74.94, 202.06, Male
65.02, 142.83, Male
70.22, 153.76, Male
62.9, 134.07, Female
64.15, 141.65, Female
65.04, 156.93, Male
62.01, 138.73, Female
64.95, 159.99, Female
61.08, 154.24, Female
63.52, 169.65, Female
64.55, 173.99, Female
62.59, 117.84, Female
66.42, 168.17, Male
62.52, 142.19, Female
68.65, 146.95, Male
68.25, 201.76, Male
70.55, 155.12, Male
64.79, 138.11, Female
70.97, 162.62, Male
64.67, 147.93, Female
71.09, 190.63, Male
71.59, 163.98, Male
66.36, 147.51, Female
64.95, 157.58, Male
61.43, 132.45, Female
63.85, 119.12, Female
69.39, 173.81, Male
66.28, 161.78, Male
61.48, 101.28, Female
65.52, 118.41, Female
70.3, 226.83, Male
55.67, 153.43, Female
66, 165.07, Male
62.37, 106.34, Female
64.18, 194.03, Male
66.54, 157.62, Male
62.37, 113.36, Female
63.99, 210.43, Female
66.85, 162.96, Male
68.56, 179.26, Male
59.42, 142.9, Female
67.8, 149.99, Female
70.01, 184.23, Male
70.3, 178.51, Male
62.07, 122.47, Female
65.83, 167.33, Male
64.78, 180.11, Female
62.96, 155.21, Female
68.17, 149.08, Male
70.85, 143.42, Male
71.58, 202.22, Male
62.98, 143.27, Female
64.3, 129.53, Female
63.5, 165.73, Female
63.97, 106.79, Female
71.58, 170.85, Male
69.91, 151.76, Male
61.05, 185.59, Female
66.9, 145.95, Male
74.15, 172.75, Male
63.84, 123.65, Male
65.59, 117.61, Female
63.42, 128.16, Female
68.05, 170.07, Male
72.26, 199.45, Male
74.53, 212.82, Male
73.15, 189.94, Male
67.75, 188.29, Male
64.42, 142.39, Female
70.63, 141.09, Male
69.81, 141.87, Male
67.59, 128.87, Male
68.47, 154.58, Male
63.77, 109.62, Female
72.37, 154.68, Male
73.82, 211.39, Male
71.05, 175.24, Male
77.11, 223.24, Male
66.31, 187.98, Male
65.23, 132.46, Female
70.94, 146.11, Male
74.14, 218.6, Male
69.21, 160.35, Male
71.57, 178.36, Male
65.79, 120.58, Female
65.01, 145.3, Female
63.37, 154.73, Female
69.03, 160.28, Male
70.51, 192.94, Male
63.43, 181.24, Female
71.52, 189.27, Male
71.31, 216.3, Male
70.91, 176.9, Male
60.13, 166.53, Female
63.86, 102.75, Female
71.97, 191.29, Male
66.4, 152.66, Female
65.99, 150.32, Male
65.41, 123.65, Female
65.89, 139.86, Female
64.73, 143.51, Female
65.3, 176.68, Female
62.35, 113.74, Female
74, 173.03, Male
71.1, 167.17, Male
63.34, 110.38, Female
63.22, 122.21, Female
68.59, 172.36, Male
59.82, 115.26, Female
70.21, 149.3, Male
63.33, 107.67, Female
65.88, 166.98, Female
63.56, 126.73, Female
65.11, 165.2, Female
65.98, 138.95, Male
68.45, 180.74, Male
66.29, 132.85, Male
70.78, 144.82, Male
68.01, 137.29, Male
70.92, 195.54, Male
72.97, 184.16, Male
62.9, 119.82, Female
60.48, 145.64, Female
61.47, 194.7, Female
63.48, 198.95, Female
66.84, 134.4, Female
64.24, 131.87, Female
66.4, 142.52, Female
64.03, 140.72, Female
68.17, 133.95, Female
64.66, 183.85, Female
65.25, 168.18, Male
63.59, 165.11, Female
61.94, 168.53, Female
72.81, 150.73, Male
63.02, 146.05, Female
72.92, 197.49, Male
60.39, 133.89, Female
72.78, 202.55, Male
73.57, 184.47, Male
71.6, 216.52, Male
64.44, 101.37, Female
61.86, 117, Female
64.11, 144.78, Female
64.26, 158.59, Female
67.82, 181.55, Female
72.62, 190.51, Male
65.5, 144.35, Female
68.05, 151.46, Male
65.01, 122.39, Female
71.24, 139.4, Male
61.36, 109.9, Female
73.17, 208.23, Male
69.24, 150, Male
59.49, 113.92, Female
63.47, 159.74, Male
68.34, 148.42, Female
64.8, 156.71, Male
71.04, 173.03, Male
69.76, 194.08, Male
69.42, 184.66, Male
64.46, 125.95, Female
66.36, 189.99, Male
63.29, 141.17, Female
70.2, 136.68, Male
66.21, 215.92, Male
67.96, 173.97, Male
68.88, 203.31, Male
65.86, 159.17, Male
61.53, 131.61, Female
68.4, 197.68, Male
72.27, 145.45, Male
64.88, 183.32, Female
64.03, 160.48, Female
67.73, 174.91, Male
63.81, 177.1, Female
67.68, 130.89, Male
65.49, 138.11, Female
68.32, 154.83, Male
64.81, 169.94, Male
56.79, 75.56, Female
68.79, 125.89, Male
72.56, 174.93, Male
55.7, 108.03, Female
69.99, 166.26, Female
62.38, 180.16, Female
66.94, 124.31, Male
66.7, 184.16, Female
63.36, 124.9, Female
68.02, 186.8, Male
62.85, 122.54, Female
66.92, 126.9, Male
72.62, 155.85, Male
66.66, 148.95, Female
64.99, 155.64, Female
73.42, 175.63, Male
64.9, 158.61, Female
66.78, 151.37, Female
63.92, 113.4, Female
73.61, 130.62, Male
64, 130.62, Female
69.43, 172.78, Male
71.93, 213.99, Male
66.75, 120.24, Male
64.46, 121.95, Female
66.84, 212.89, Female
62.46, 111.88, Female
72.85, 188.38, Male
65.32, 140.09, Female
64.15, 137.94, Female
65.3, 112.3, Male
69.33, 166.77, Male
64.82, 153.37, Female
73.73, 207.79, Male
69.59, 150.82, Male
74.63, 218.5, Male
61.74, 104.46, Female
61.55, 125.27, Female
66, 176.82, Male
66.69, 160.08, Female
59.3, 144.47, Female
66.67, 139.12, Female
71.11, 168.46, Male
70.69, 162.3, Male
69.73, 184.88, Male
66.13, 154.93, Female
69.05, 160.57, Male
68.28, 198.33, Male
70.86, 228.27, Male
63.81, 105.16, Female
73.18, 161.95, Male
64.87, 162.75, Female
68.92, 138.86, Male
65.99, 157.47, Female
69.22, 125.4, Male
69.06, 165.66, Male
70.34, 142.51, Male
67, 144.77, Female
64.98, 158.39, Female
66.83, 229.58, Male
67.9, 114.56, Female
65.19, 143.08, Male
70.72, 155.77, Male
60.96, 113.65, Female
66.13, 140.84, Female
62.94, 143.59, Female
61.55, 131.56, Female
64.78, 187.7, Female
64.34, 148.46, Male
67.68, 182.89, Male
60.43, 137.94, Female
68.36, 219.47, Male
62.01, 109.5, Female
67.92, 158.48, Male
67.7, 146.18, Male
63.25, 143.29, Male
67.57, 164.39, Male
65.08, 123.79, Female
65.92, 145.84, Male
66.93, 116.18, Female
67.64, 139.65, Female
63.78, 154.92, Female
69.89, 161.91, Male
71.81, 179, Male
66.1, 146.59, Male
70.66, 181.29, Male
64.85, 155.21, Female
67.07, 135.77, Female
68.11, 191.36, Male
61.6, 202.1, Female
70.71, 157.36, Male
63.48, 141.94, Female
63.99, 103, Male
67.36, 185.92, Male
69.78, 171.37, Male
69.76, 104.39, Female
68.08, 160.25, Male
65.07, 155.9, Female
62.4, 121.01, Female
72.59, 186.74, Male
62.11, 128.33, Female
70.42, 146.47, Male
70.65, 199.64, Male
67.83, 154.29, Male
65.82, 141.65, Female
58.89, 132.41, Female
71.32, 163.36, Male
61.68, 119.46, Female
64.52, 128.58, Female
68.76, 137.78, Male
61.09, 114.93, Female
73.56, 229.69, Male
63.37, 154.52, Male
73.46, 218.01, Male
76.97, 189.98, Male
66.16, 187.94, Male
68.7, 151.86, Female
69.34, 183.08, Male
66.37, 150.28, Female
59.05, 114.28, Female
67.84, 181.05, Male
71.68, 187.1, Male
61.32, 121.87, Female
66.8, 158.85, Female
68.57, 157.66, Male
69.51, 194.96, Male
70.88, 202.43, Male
71.21, 191.64, Male
73.37, 229.91, Male
69.11, 185.11, Male
68.74, 207.34, Female
65.39, 142.27, Female
71.69, 195.86, Male
63.06, 208.65, Female
60.95, 151.3, Female
61.25, 114.72, Female
58.06, 124.54, Female
62.91, 117.31, Female
66.77, 173.74, Male
67.56, 170.27, Female
65.92, 147.43, Female
67.24, 222.15, Male
73.61, 214.7, Male
65.85, 112.42, Male
70.97, 226.42, Male
69.48, 150.32, Male
70.37, 192.07, Female
68.21, 170.32, Male
66.45, 185.05, Male
64.88, 141.65, Male
67.09, 145.15, Male
69.2, 183.53, Male
63.48, 144.78, Female
75.9, 184.87, Male
68.3, 133.47, Male
65.99, 136.5, Female
64.16, 115.32, Female
67.51, 162.56, Female
68.52, 169.24, Female
70.47, 175.32, Male
70.26, 166.78, Male
71.75, 181.55, Male
65.52, 208.51, Male
63.72, 154.76, Female
65.41, 142.99, Male
66.28, 105.83, Female
62.22, 181.36, Female
66.77, 119.76, Female
64.7, 130.71, Male
62.01, 123.41, Female
65.29, 121.32, Female
72.28, 145.47, Male
67.96, 169.91, Male
58.19, 143.32, Female
67.67, 173.05, Female
69.74, 210.26, Male
71.13, 154.36, Male
67.01, 186.24, Male
72.9, 163.4, Male
64, 110.56, Female
65.61, 112.88, Female
70.83, 225.77, Male
58.19, 125.41, Female
68.66, 170.6, Male
76.7, 190.91, Male
62.75, 126.1, Female
66.71, 120.78, Female
63.47, 127.81, Female
58.56, 154.16, Female
58.83, 123.85, Female
64.29, 184.53, Female
61.9, 144.89, Female
69.3, 186.27, Male
71.15, 204.54, Male
71.16, 175.43, Male
66.4, 134.72, Female
64.14, 176.25, Female
71.61, 173.4, Male
66.34, 169.38, Male
66.07, 134.44, Female
65.28, 149.96, Female
65.07, 201.4, Male
71.36, 176.2, Male
64.07, 146.71, Female
70.26, 156.33, Male
75.95, 173.71, Male
67, 143.55, Male
76.42, 202.65, Male
67.15, 120.97, Male
64.22, 151.08, Female
72.56, 180.73, Male
74.75, 192.36, Male
69.65, 161.11, Male
73.77, 181.77, Male
59.45, 117.33, Female
64.11, 151.89, Female
65.7, 137.08, Female
69.79, 158.45, Male
68.2, 174.6, Male
65.12, 130.63, Male
65.16, 118.36, Female
70.52, 130.22, Male
61.44, 111.22, Female
64.15, 139.58, Female
66.84, 121.67, Male
69.19, 184.6, Male
63.53, 137.13, Female
69.7, 140.72, Male
71.11, 140.29, Male
60.57, 127.81, Female
68.03, 164.77, Male
62.64, 131.02, Female
70.63, 138.96, Male
58.87, 135.27, Female
66.35, 142.75, Male
59.12, 140.66, Female
64.19, 153.61, Female
65.69, 174.52, Male
70.82, 177.75, Male
64.82, 178.33, Female
69.35, 144.32, Male
67.1, 116.66, Male
67.07, 130.38, Female
71.7, 145.22, Male
69.26, 124.68, Male
64.91, 124.08, Female
68.87, 218.21, Male
65.61, 137.07, Male
70.36, 152.97, Male
66.26, 144.05, Female
63.28, 164.69, Female
61.77, 158.25, Female
62.24, 205.99, Female
70.41, 215.18, Male
64.37, 167.34, Female
69.63, 181.72, Male
57.03, 122.25, Male
73.34, 219.86, Male
69.76, 147.19, Female
66.21, 127.3, Male
64.28, 115.23, Female
59.28, 151.96, Female
64.18, 136.8, Male
61.34, 130.62, Female
